,Name,Sector,City,Address,Phone,Email,Lat-Long
190,Apollo Engineering College,College,Chennai,,,,
191,Crescent School of Architecture (B.S.Abdur Rahman University),College,Chennai,"B S Abdur Rahman Crescent Institute of Science and Technology Seethakathi Estate, Grand Southern Trunk Rd, Vandalur, Tamil Nadu 600048",,,"12.8753125,80.0807376"
192,Sri Jayendra Saraswathi Ayurveda College and Hospital,College,Chennai,"23VF+G5G, Nazarathpettai, Tamil Nadu 600123",,,"13.04381,80.0703871"
193,"Presidency College, Chennai",College,Chennai,"Presidency College, 100, Kamarajar Promenade, PWD Estate, Chepauk, Triplicane, Chennai, Tamil Nadu 600005",,,"13.0589992,80.278939"
194,UPES Online,College,Chennai,,,,
195,JCE - Jaya Engineering College Thiruninravur Chennai,College,Chennai,,,,
196,GUVI,College,Chennai,,,,
197,Marina Maritime Academy,College,Chennai,,,,
198,Asian College of Journalism - ACJ,College,Chennai,"2nd Main Rd, Tharamani, CIT Campus, Tharamani, Chennai, Tamil Nadu 600113",,,"12.9959016,80.243654"
199,"MIT School of Distance Education, Chennai",College,Chennai,,,,
200,"School of Music and Fine Arts, VELS Institute of Science, Technology and Advanced Studies",College,Chennai,,,,
201,"UNOM - University of Madras, Guindy Campus",College,Chennai,"University of Madras, 9/36, Gandhi Mandapam Rd, Anna University, Kotturpuram, Chennai, Tamil Nadu 600085",,,"13.0113241,80.2374663"
202,"School of Physiotherapy, VELS Institute of Science, Technology and Advanced Studies",College,Chennai,,,,
203,"Centre for Distance Education, Anna University",College,Chennai,,,,
204,Murugappa Polytechnic College,College,Chennai,"44G8+9WH, Sathyamurthy Nagar, Avadi, Chennai, Tamil Nadu 600062",,,"13.1259402,80.1147775"
205,"Meenakshi College of Nursing, MAHER",College,Chennai,"Near Managdu, Chikkarayapuram, Chennai, Sikkarayapuram, Tamil Nadu 600069",,,"13.0145298,80.1041665"
206,TDCH - Tagore Dental College And Hospital,College,Chennai,"V46Q+25V, Near Vandalur, Melakkottaiyur Post, Rathinamangalam, Tamil Nadu 600127",,,"12.860113,80.1353343"
207,MSTTC - Mohamed Sathak Teacher Training College,College,Chennai,"R62F+785, Unnamed Road, Padur, Tamil Nadu 603103",,,"12.8006306,80.2207971"
208,BITS Pilani - Online Programme,College,Chennai,,,,
209,GRT Institute of Engineering and Technology,College,Chennai,"5JVX+C4P, Block - A Tirupathi Highway Mahalakshmi Nagar Tiruvallur Dist, Srinivasapuram, Tamil Nadu 631209",,,"13.1935537,79.64527"
210,Sri Muthukumaran Institute of Technology,College,Chennai,"Mangadu Rd, Chikkarayapuram, Chennai, Sikkarayapuram, Tamil Nadu 600069",,,"13.018642,80.1050371"
211,Aptech Aviation Academy,College,Chennai,,,,
212,"Parsons School of Design, Online Executive Programs (Talentedge)",College,Chennai,"WING-A, 7th Floor, Lal Bahadur Shastri Marg, B Wing, Nityanand Nagar, Ghatkopar West, Mumbai, Maharashtra 400086",,,"19.0926945,72.9101281"
213,CSI Kalyani College of Nursing,College,Chennai,"No 15, Dr Radha Krishnan Salai, Loganathan Colony, Mylapore, Chennai, Tamil Nadu 600004",,,"13.043034,80.2697751"
214,Ice College of Hotel Management and Catering Technology,College,Chennai,,,,
215,"BSE Institute Limited, Chennai",College,Chennai,,,,
216,NMV University,College,Chennai,"182, 2, Poonamallee Bypass Rd, Thirumal Nagar, Keelma Nagar, Poonamallee, Chennai, Tamil Nadu 600056",,,"13.0568833,80.0991084"
217,Government College of Fine Arts,College,Chennai,,,,
218,St. Peter's Institute of Higher Education and Research,College,Chennai,"Avadi, Tamil Nadu 600077",,,"13.1098721,80.1173666"
219,St. Thomas College of Arts and Science,College,Chennai,"ST. THOMAS COLLEGE OF ARTS AND SCIENCE, 140/6, AKR Road, St Thomas Nagar, Koyambedu, Chennai, Tamil Nadu 600107",,,"13.0767404,80.1944403"
220,"FIDA The Design School, Kilpauk",College,Chennai,"452, Poonamallee High Rd, opp. to Pachaiyappa's College metro station, Alagappa Nagar, Kilpauk, Chennai, Tamil Nadu 600010",,,"13.076085,80.2314476"
221,"School of Mass Communication, VELS Institute of Science, Technology and Advanced Studies",College,Chennai,,,,
222,"UNOM - University of Madras, Taramani Campus",College,Chennai,"X6JW+948, IRT Rd, IBMS, Tharamani, Chennai, Tamil Nadu 600113",,,"12.9809219,80.242768"
223,Rajaji College of Education,College,Chennai,,,,
224,"Department of Journalism, Madras Christian College",College,Chennai,"Bca Block-B, Professors Colony, East Tambaram, Tambaram, Chennai, Tamil Nadu 600059",,,"12.9201941,80.1180366"
225,"Indian School of Business Management and Administration, Chennai",College,Chennai,"Techno It Park, IIBMS, 401 TECHNO IT PARK BESIDE ESKAY RESORT & TIMESS SQUARE HOTEL,LINK ROAD Borivali West MUMBAI 400091, Maharashtra 400092",,,"19.2403002,72.8403474"
226,National Institute of Business Management,College,Chennai,,,,
227,Tamil Nadu Open University - ICT Enabled,College,Chennai,,,,
228,Government Arts College for Men,College,Chennai,"329, Anna Salai, Lotus Colony, Nandanam, Chennai, Tamil Nadu 600035",,,"13.0304661,80.2367673"
229,"School of Ocean Engineering, VELS Institute of Science, Technology and Advanced Studies",College,Chennai,"15, Madame Cama Rd, Mantralaya, Fort, Mumbai, Maharashtra 400032",,,"18.9260716,72.8276905"
230,Mohamed Sathak A.J. College of Pharmacy,College,Chennai,"Medavakkam Road,Sholinganallur,Chennai,Tamil Nadu,600119, Perumbakkam Main Rd, Sholinganallur, Chennai, Tamil Nadu 600119",,,"12.9009478,80.2218916"
231,"Government Siddha Medical College, Chennai",College,Chennai,"6, Anna Arch Rd, NSK Nagar, Arumbakkam, Chennai, Tamil Nadu 600106",,,"13.0785984,80.2155892"
232,National Stock Exchange (NSE),College,Chennai,,,,
233,Dr. MGR - Janaki College of Arts and Science for Women,College,Chennai,"11&13, Durgabai Deshmukh Rd, State Bank of India Colony, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",,,"13.0164363,80.2582094"
234,Thangavelu Engineering College,College,Chennai,"Rajivi Gandhi Salai, Old Mahabalipuram Rd, Karapakkam, Chennai, Tamil Nadu 600097",,,"12.9224533,80.220407"
235,Madha Group of Academic Institutions,College,Chennai,,,,
236,Crescent School of Law (B.S.Abdur Rahman University),College,Chennai,"V3GM+2VH, Seethakathi Estate, Vandalur, Tamil Nadu 600048",,,"12.8750695,80.0821446"
237,The New College,College,Chennai,,,,
238,CSI Kalyani College of Allied Health Sciences,College,Chennai,,,,
239,"Alpha Arts and Science College, Chennai",College,Chennai,"No.30 Road, Chettiyar Agaram Rd, behind Ramachandra Hospital, Thiru Vika Nagar, Thundalam, TVK Nagar, Porur, Chennai, Adayalampattu, Tamil Nadu 600116",,,"13.0467808,80.1402171"
240,GRT Institute of Pharmaceutical Education and Research,College,Chennai,"GRT Mahalakshmi Nagar, Chennai - Tirupathi Highway, Thiruttani, Tamil Nadu 631209",,,"13.1913003,79.6435136"
241,New Prince Shri Bhavani College of Engineering and Technology,College,Chennai,"New Prince Shri Bhavani College Of Engineering & Technology, Vengaivasal Main Road, Valli Nagar, Sembakkam, Chennai, Tamil Nadu 600073",,,"12.9146718,80.1662648"
242,St. Britto'S College,College,Chennai,"X6W3+5R, Abraham Street, 2nd Main Rd, Officers Colony, Adambakkam, Chennai, Tamil Nadu 600088",,,"12.9954442,80.2019869"
243,Annai Veilankanni’s Pharmacy College,College,Chennai,"33, #81, VGP Rd, VGP Salai, Saidapet, Chennai, Tamil Nadu 600015",,,"13.0197873,80.212611"
244,Pachaiyappa's College,College,Chennai,"36FM+M73, Poonamallee High Rd, Shenoy Nagar, Chetpet, Chennai, Tamil Nadu 600030",,,"13.0741357,80.230607"
245,SAMS College of Engineering and Technology,College,Chennai,"73R5+VCH, Panapakkam, Tamil Nadu 601101",,,"13.2921996,80.0560353"
246,SKR Engineering College,College,Chennai,"23QF+CPX, Agaramel, Nazarathpettai, Poonamallee, Chennai, Tamil Nadu 600123",,,"13.0386148,80.0717876"
247,Rajiv Gandhi College of Engineering,College,Chennai,,,,
248,Mohamed Sathak College of Arts and Science - MSCAS,College,Chennai,"13, Medavakkam Main Rd, Sholinganallur, Chennai, Tamil Nadu 600117",,,"12.9004674,80.2212603"
249,Institute of Management Technology- Center for Distance Learning (IMT CDL),College,Chennai,"16, Site, A, 3, Meerut Rd, UPSIDC Industrial Area, Ghaziabad, Uttar Pradesh 201003",,,"28.6944094,77.4398253"
250,International Institute of Fashion Design,College,Chennai,,,,
251,Madras Medical College,College,Chennai,"near, Station, Poonamallee High Rd, Park Town, Chennai, Tamil Nadu 600003",,,"13.0798185,80.2697217"
252,Venkateswara Nursing College,College,Chennai,,,,
253,Avichi College of Arts and Science,College,Chennai,,,,
254,Annamal Institute of Hotel Management,College,Chennai,,,,
255,"IMS Proschool, Chennai",College,Chennai,"Balaiah Avenue, 18/2,1st Floor, Luz, Mylapore, Chennai, Tamil Nadu 600004",,,"13.0388914,80.2636002"
256,"Directorate of Online Education, SRM Institute of Science and Technology, Chennai",College,Chennai,"X6GC+57H, 100 Feet Rd, Velachery, Chennai, Tamil Nadu 600026",,,"12.9754462,80.2181511"
257,Vinayaka Mission's Law School,College,Chennai,"Vinayaka Nagar, Rajiv Gandhi Salai, OMR, Paiyanur, Tamil Nadu 603104",,,"12.6568833,80.1740379"
258,PERI College of Arts and Science,College,Chennai,"PERI Knowledge Park, Mannivakkam, Tamil Nadu 600048",,,"12.8860576,80.0575544"
259,Sri Sairam Ayurveda Medical College and Research Centre,College,Chennai,"X355+6G5, Sai Leo Nagar, Poonthandalam, West Tambaram, Chennai, Tamil Nadu 600044",,,"12.9580218,80.0562861"
260,Mohamed Sathak A.J. Academy of Architecture,College,Chennai,"34, Rajiv Gandhi Salai (OMR Inside SIPCOT IT Park, Siruseri, Egattur, Chennai, Tamil Nadu 603103",,,"12.8347392,80.2187378"
261,"Apollo Hospitals Educational & Research Foundation, Chennai",College,Chennai,,,,
262,Kings Cornerstone International College,College,Chennai,,,,
263,Madras Institute of Hotel Management and Catering Technology,College,Chennai,"60, Poonamallee High Rd, near Shiridi Sai Baba Temple, Kumananchavadi, Kattupakkam, Chennai, Tamil Nadu 600056",,,"13.0487399,80.1186422"
264,JEPPIAAR SRR Engineering college,College,Chennai,"R668+W79, Old Mamallapuram Road, I.T High Way, Padur, Chennai, Tamil Nadu 603103",,,"12.8122789,80.2131735"
265,National College of Design (NCD Chennai),College,Chennai,,,,
266,National College of Media and Communication,College,Chennai,,,,
267,Apollo Arts and Science College,College,Chennai,,,,
268,"Centre for Distance and Online Education, Lovely Professional University",College,Chennai,"Jalandhar - Delhi, Grand Trunk Rd, Phagwara, Punjab 144001",,,"31.255992,75.7025686"
269,Annai Violet College of Arts and Science,College,Chennai,"53, Violet College Road, Menambedu, Ambattur, Chennai, Tamil Nadu 600053",,,"13.1227022,80.1669175"
270,Tagore College of Nursing,College,Chennai,,,,
271,361 Degree Minds - Annamalai University,College,Chennai,"1st Floor, 10, 80 Feet Road, Kamarajar Nagar, Kamaraj Nagar, Sathya Garden, Saligramam, Chennai, Tamil Nadu 600093",,,"13.046723,80.1964001"
272,The School of Business Logistics,College,Chennai,"Srirampuram, Thousand Lights West, Mylapore, Chennai, Poombukar Nagar, Tamil Nadu 600008",,,"13.0603855,80.2469381"
273,Global Institute of Gaming and Animation (GIGA Chennai),College,Chennai,"28,Venkatakrishna Road, Mandaveli, Chennai, Tamil Nadu 600028",,,"13.0267407,80.2610039"
274,P.B. College of Engineering,College,Chennai,"XXPP+363, Chennai-Bangalore Highway, Sriperumbudur Taluk Irungattukottai, Chennai, Tamil Nadu 602117",,,"12.9851445,79.9829649"
275,Justice Basheer Ahmed Sayeed College for Women,College,Chennai,"56, KB Dasan Rd, Teynampet, Chennai, Tamil Nadu 600018",,,"13.035992,80.2451875"
276,Madha Medical College and Hospital,College,Chennai,,,,
277,"Remo International College of Aviation, Guindy",College,Chennai,"10 GST Road, St, Thomas Road, Chennai, Tamil Nadu 600016",,,"13.000665,80.1964526"
278,Jeppiaar University,College,Chennai,,,,
279,"L.V. Prasad College of Media Studies, Chennai",College,Chennai,"58, Arunachalam Rd, Mathiazhagan Nagar, Shanthi Nagar, Saligramam, Chennai, Tamil Nadu 600093",,,"13.0552099,80.2015459"
280,Panimalar College of Nursing,College,Chennai,"333F+WXH, Poonamallee, Varadarajapuram, Pidarithangal, Tamil Nadu 600123",,,"13.0548247,80.0724009"
281,"SRM Institute of Hotel Management, SRM Institute of Science and Technology Vadapalani Campus",College,Chennai,"c block no.1, 100 Feet Rd, Vadapalani, Chennai, Tamil Nadu 600026",,,"13.0517639,80.2079371"
282,Sree Muthukumaraswamy College,College,Chennai,"92/1&9, East Ave, Kodungaiyur (East), Muthamizh Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118",,,"13.1330482,80.2499895"
283,Dr Dharmambal Government Polytechnic College,College,Chennai,,,,
284,"School of Hotel and Catering Management, VELS Institute of Science, Technology and Advanced Studies",College,Chennai,"X546+GGX, PV Vaithiyalingam Rd, Velan Nagar, Krishnapuram, Pallavaram, Chennai, Tamil Nadu 600117",,,"12.9563557,80.1587853"
285,RRASE College of Engineering,College,Chennai,,,,
286,SMEClabs,College,Chennai,,,,
287,"Department of Aviation, VELS Institute of Science, Technology and Advanced Studies",College,Chennai,"4R4M+23G, Hatkesh Society, Ashok Nagar, Juhu, Mumbai, Maharashtra 400047",,,"19.1050741,72.8301272"
288,Bhaktavatsalam Memorial College for Women,College,Chennai,"31, 14, Street Number 31, Periyar Nagar, Venkatraman Nagar, Korattur, Chennai, Tamil Nadu 600080",,,"13.1088659,80.1799456"
289,Sri Krishna Engineering College,College,Chennai,,,,
290,Davinci Media College,College,Chennai,"304, 3rd Floor, Devan Towers, Arcot Rd, Dr.Subbaraya Nagar, Vadapalani, Chennai, Tamil Nadu 600026",,,"13.0512032,80.2133761"
291,CAAD - Chennai Academy of Architecture and Design,College,Chennai,"No. 24, Thumbakkam, Thirupathy Highway, Chennai, Tamil Nadu 601102",,,"13.3094485,80.0113249"
292,Mohamed Sathak A.J. College of Nursing,College,Chennai,,,,
293,Indira College of Nursing,College,Chennai,"Tiruchirappalli, Tamil Nadu 621005",,,"10.9721836,78.7574941"
294,SMK Fomra Institute of Technology - SMKFIT,College,Chennai,"SMK FOMRA INSTITUTE OF TECHNOLOGY, Fomra Nagar, Thaiyur, Tamil Nadu 603103",,,"12.7657812,80.1979128"
295,Gojan School of Business and Technology,College,Chennai,"80 Feet Road, Edapalayam, Redhills, Chennai, Tamil Nadu 600052",,,"13.2131884,80.145035"
296,RVS Chennai Padmavathy School of Architecture,College,Chennai,,,,
297,"Institute of Online Learning, Chandigarh University",College,Chennai,"Cemetery Rd, above Prem Jewellers, opp. Basant Restaurant, Fountain Chowk, Koh - E - Fiza, Ludhiana, Punjab 141001",,,"30.9138885,75.8370883"
298,Apollo Research and Innovations,College,Chennai,,,,
299,Ankit Fadia TM Certified Ethical Hacker Program 9.0 -Talentedge,College,Chennai,,,,
300,Aalim Muhammed Salegh Academy of Architecture,College,Chennai,"Nizara Educational Campus,Muthapudupet, IAF Avadi, Chennai, Tamil Nadu 600055",,,"13.1474598,80.0541973"
301,"Mangalam College of Education,Chennai",College,Chennai,"Victory Avenue, 359/E, Ambedkar Nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600062",,,"13.1312387,80.1341828"
302,Rajalakshmi School of Architecture,College,Chennai,"2252+8JW, Rajalakshmi Nagar, Velachery, Chennai, Mevalurkuppam, Tamil Nadu 602105",,,"13.0083524,79.9989921"
303,"St. Joseph's College, Chennai",College,Chennai,,,,
304,"University of Madras Arts and Science College, Nemmeli, University of Madras",College,Chennai,,,,
305,Sri Muthukumaran Arts and Science College,College,Chennai,"Indira Nagar, Chikkarayapuram, Chennai, Tamil Nadu 600069",,,"13.0151764,80.1051282"
306,Sankara Netralaya Medical Research Foundation,College,Chennai,,,,
307,"Faculty of Physiotherapy, MAHER",College,Chennai,"No. 12, Vembuliamman Koil St, Vetri Nagar, New Bangaru Colony, KK Nagar West, Virugambakkam, Chennai, Tamil Nadu 600078",,,"13.0434903,80.1876729"
308,"Aarupadai Veedu Institute of Law, Vinayaka Mission's Research Foundation",College,Chennai,"Vinayaka Nagar, IT LAB, AARUPADAI VEEDU INSTITUTE OF TECHNOLOGY, Rajiv Gandhi Salai, Paiyanur, Tamil Nadu 603104",,,"12.6571569,80.1764941"
309,Sree Sastha Arts and Science College,College,Chennai,,,,
310,International Academy for Certification and Training (IACT),College,Chennai,,,,
311,Anna Adarsh College for Women - Tamil Nadu,College,Chennai,"ANNA ADARSH COLLEGE FOR WOMEN, II Street, A-1, 9th Main Rd, Anna Nagar, Chennai, Tamil Nadu 600040",,,"13.0799454,80.2079506"
312,VCFW - Valliammal College For Women,College,Chennai,"E-9, 3rd Ave, Block E, Annanagar East, Chennai, Tamil Nadu 600102",,,"13.0863135,80.2172173"
313,Ramakrishna Mission Vivekananda (Evening) College,College,Chennai,"#70-72, PS Sivasamy Salai, Kattukoil Garden, Mylapore, Chennai, Tamil Nadu 600004",,,"13.0407546,80.261867"
314,"CII Institute of Hospitality - ITC Grand Chola, Chennai",College,Chennai,"4th Floor, Labour Commissioner Office, Shram Shakti Bhawan, Electricity Colony, Altinho, Panaji, Goa 403001",,,"15.4874659,73.8216872"
315,Meenakshi Academy of Higher Education and Research,College,Chennai,,,,
316,Vel Tech,College,Chennai,,,,
317,"Omayal Achi College of Nursing, Chennai",College,Chennai,"OMAYAL ACHI COLLEGE OF NURSING, 45, Ambattur Rd, Surappattu Road, Kathirvedu, Pozhal, Tiruvallur, Tamil Nadu 600066",,,"13.1579957,80.1944816"
318,Online Dr. M.G.R. Educational and Research Institute,College,Chennai,,,,
319,"Cancer Institute , Adyar",College,Chennai,,,,
320,Tagore College of Arts and Science,College,Chennai,"X44P+35W, CLC Works Rd, New Colony, Chromepet, Chennai, Tamil Nadu 600044",,,"12.9552342,80.1328866"
321,Prince Dr. K. Vasudevan College of Engineering and Technology,College,Chennai,"Mambakkam - Medavakkam Main Rd, Ponmar, Chennai, Tamil Nadu 600127",,,"12.8531417,80.168894"
322,Chettinad School of Architecture,College,Chennai,"Rajiv Gandhi Salai, (OMR, Chennai, Kelambakkam, Tamil Nadu 603103",,,"12.7973188,80.2108921"
323,"Government Polytechnic College, R K Nagar",College,Chennai,"Dr Radha Krishan Nagar, 198/96, Kamaraj Colony Rd, Kamaraj Colony, Tondiarpet, Chennai, Tamil Nadu 600081",,,"13.1364223,80.2866765"
324,Madha College of Nursing,College,Chennai,,,,
325,M.A. Chidambaram College of Nursing,College,Chennai,"M.A Chidambaram College Of Nursing, VHS Hospital Campus, Canal Bank Road, Tharamani, Opp Adyar Kasturba Nagar Railway Station, Pallipattu, Tharamani, Chennai, Tamil Nadu 600113",,,"13.004187,80.2444951"
326,"Institute of Advanced Study of Education, Chennai",College,Chennai,"577, Anna Salai, Saidapet, Chennai, Tamil Nadu 600015",,,"13.0210514,80.22406"
327,Accord InfoMatrix,College,Chennai,"Bus Stop, 2, Anna Salai, 3rd Floor, near Little Mount, above Axis Bank, Saidapet, Chennai, Tamil Nadu 600015",,,"13.0151264,80.2224764"
